present_phon	past_phon	freq	present_orth	past_orth	class
stQmpÈid	stQmpÈid«d	18	stampede	stampeded	reg
tÈQli	tÈQlid	18	tally	tallied	reg
tÈItIlet	tÈItIlet«d	18	titillate	titillated	reg
trÈQfIk	trÈQfIkt	18	traffic	trafficked	reg
trQnsgrÈEs	trQnsgrÈEst	18	transgress	transgressed	reg
«rÈe	«rÈed	17	array	arrayed	reg
bÈerIked	bÈerIked«d	17	barricade	barricaded	reg
brÈQkIt	brÈQkIt«d	17	bracket	bracketed	reg
brÈe	brÈed	17	bray	brayed	reg
bÈÃd	bÈÃd«d	17	bud	budded	reg
bÈÕg«l	bÈÕg«ld	17	burgle	burgled	reg
sÕk«mvÈEnt	sÕk«mvÈEnt«d	17	circumvent	circumvented	reg
k«lÈet	k«lÈet«d	17	collate	collated	reg
kÈap	kÈapt	17	cop	copped	reg
kÈord	kÈord«d	17	cord	corded	reg
dIklÈem	dIklÈemd	17	declaim	declaimed	reg
dInÈud	dInÈud«d	17	denude	denuded	reg
dYgrÈEs	dYgrÈEst	17	digress	digressed	reg
dIsdÈen	dIsdÈend	17	disdain	disdained	reg
dIsÈEmb«l	dIsÈEmb«ld	17	dissemble	dissembled	reg
dÈaf	dÈaft	17	doff	doffed	reg
dÈWngred	dÈWngred«d	17	downgrade	downgraded	reg
IlÈop	IlÈopt	17	elope	eloped	reg
IkspÈasCUlet	IkspÈasCUlet«d	17	expostulate	expostulated	reg
EksprÈopriet	EksprÈopriet«d	17	expropriate	expropriated	reg
IkstrÈQp«let	IkstrÈQp«let«d	17	extrapolate	extrapolated	reg
IgzÈÃlt	IgzÈÃlt«d	17	exult	exulted	reg
fÈaDÕ	fÈaDÕd	17	father	fathered	reg
fÈIz	fÈIzd	17	fizz	fizzed	reg
flÈÃNk	flÈÃNkt	17	flunk	flunked	reg
fÈÃJ	fÈÃJd	17	fudge	fudged	reg
fÈÕ	fÈÕd	17	fur	furred	reg
gÈarnÕ	gÈarnÕd	17	garner	garnered	reg
hÈEdlYn	hÈEdlYnd	17	headline	headlined	reg
hÈYbÕnet	hÈYbÕnet«d	17	hibernate	hibernated	reg
hÈYJQk	hÈYJQkt	17	hijack	hijacked	reg
ImpÈer«l	ImpÈer«ld	17	imperil	imperilled	reg
InÈakjUlet	InÈakjUlet«d	17	inoculate	inoculated	reg
IntÕwÈiv	IntÕwÈov	17	interweave	interwove	irreg
lÈQs«ret	lÈQs«ret«d	17	lacerate	lacerated	reg
mÈÃdi	mÈÃdid	17	muddy	muddied	reg
ovÕCÈarJ	ovÕCÈarJd	17	overcharge	overcharged	reg
pÈYl«t	pÈYl«t«d	17	pilot	piloted	reg
pÈasCÕ	pÈasCÕd	17	posture	postured	reg
prÈEfIs	prÈEfIst	17	preface	prefaced	reg
prÈEsIJ	prÈEsIJd	17	presage	presaged	reg
rÈum	rÈumd	17	room	roomed	reg
SÈiD	SÈiDd	17	sheathe	sheathed	reg
swÈat	swÈat«d	17	swat	swatted	reg
twÈYn	twÈYnd	17	twine	twined	reg
vÈEnd	vÈEnd«d	17	vend	vended	reg
wÈIno	wÈInod	17	winnow	winnowed	reg
zÈQp	zÈQpt	17	zap	zapped	reg
zÈIgzQg	zÈIgzQgd	17	zigzag	zigzagged	reg
«sÈEnt	«sÈEnt«d	16	assent	assented	reg
«tÈYÕ	«tÈYÕd	16	attire	attired	reg
ÈdIt	ÈdIt«d	16	audit	audited	reg
TÈEntIket	TÈEntIket«d	16	authenticate	authenticated	reg
bÈiC	bÈiCt	16	beach	beached	reg
bYsÈEkt	bYsÈEkt«d	16	bisect	bisected	reg
blÈÃstÕ	blÈÃstÕd	16	bluster	blustered	reg
bÈag«l	bÈag«ld	16	boggle	boggled	reg
bÈaks	bÈakst	16	box	boxed	reg
bÈÃm	bÈÃmd	16	bum	bummed	reg
kÈQptIvet	kÈQptIvet«d	16	captivate	captivated	reg
k«rÈir	k«rÈird	16	career	careered	reg
kÈQstIget	kÈQstIget«d	16	castigate	castigated	reg
sÈid	sÈid«d	16	cede	ceded	reg
CÈip«n	CÈip«nd	16	cheapen	cheapened	reg
klÈok	klÈokt	16	cloak	cloaked	reg
klÈazIt	klÈazIt«d	16	closet	closeted	reg
kÈol	kÈold	16	coal	coaled	reg
kÈors«n	kÈors«nd	16	coarsen	coarsened	reg
kWntÕvÈel	kWntÕvÈeld	16	countervail	countervailed	reg
dIkÈQnt	dIkÈQnt«d	16	decant	decanted	reg
difrÈst	difrÈst«d	16	defrost	defrosted	reg
dImÈakr«tYz	dImÈakr«tYzd	16	democratize	democratized	reg
dÈEprIket	dÈEprIket«d	16	deprecate	deprecated	reg
dÈEsIket	dÈEsIket«d	16	desiccate	desiccated	reg
dÈYs	dÈYst	16	dice	diced	reg
dIsInCÈQnt	dIsInCÈQnt«d	16	disenchant	disenchanted	reg
dÈos	dÈost	16	dose	dosed	reg
dÈÃmfWnd	dÈÃmfWnd«d	16	dumbfound	dumbfounded	reg
EnkÈod	EnkÈod«d	16	encode	encoded	reg
EsÈe	EsÈed	16	essay	essayed	reg
EksÈYz	EksÈYzd	16	excise	excised	reg
fÈart	fÈart«d	16	fart	farted	reg
fÈEtÕ	fÈEtÕd	16	fetter	fettered	reg
fÈorsfid	fÈorsfEd	16	force-feed	force-fed	irreg
grÈQv«l	grÈQv«ld	16	gravel	gravelled	reg
hÈag	hÈagd	16	hog	hogged	reg
hÈUdwINk	hÈUdwINkt	16	hoodwink	hoodwinked	reg
ImÈort«lYz	ImÈort«lYzd	16	immortalize	immortalized	reg
InkÈarsÕet	InkÈarsÕet«d	16	incarcerate	incarcerated	reg
IngrÈeSiet	IngrÈeSiet«d	16	ingratiate	ingratiated	reg
JÈQbÕ	JÈQbÕd	16	jabber	jabbered	reg
kÈi	kÈid	16	key	keyed	reg
nÈYt	nÈYt«d	16	knight	knighted	reg
lÈd	lÈd«d	16	laud	lauded	reg
ÈsIfY	ÈsIfYd	16	ossify	ossified	reg
ovÕpÈe	ovÕpÈed	16	overpay	overpaid	reg
ovÕstÈEp	ovÕstÈEpt	16	overstep	overstepped	reg
plÈÃm	plÈÃmd	16	plumb	plumbed	reg
pÈol	pÈold	16	pole	poled	reg
prÈam«lget	prÈam«lget«d	16	promulgate	promulgated	reg
prÈaspEkt	prÈaspEkt«d	16	prospect	prospected	reg
rÈedio	rÈediod	16	radio	radioed	reg
rifÈorm	rifÈormd	16	re-form	re-formed	reg
rÈEJImEnt	rÈEJImEnt«d	16	regiment	regimented	reg
rÈob	rÈobd	16	robe	robed	reg
rÈÃf«n	rÈÃf«nd	16	roughen	roughened	reg
sÈQtÕYz	sÈQtÕYzd	16	satirize	satirized	reg
sEntImÈEnt«lYz	sEntImÈEnt«lYzd	16	sentimentalize	sentimentalized	reg
slÈÕp	slÈÕpt	16	slurp	slurped	reg
snÈIkÕ	snÈIkÕd	16	snicker	snickered	reg
spÈuk	spÈukt	16	spook	spooked	reg
stÈÃm«k	stÈÃm«kt	16	stomach	stomached	reg
strÈQtIfY	strÈQtIfYd	16	stratify	stratified	reg
sÈÃb	sÈÃbd	16	sub	subbed	reg
trQnzÈQkt	trQnzÈQkt«d	16	transact	transacted	reg
ÃnbÈQl«ns	ÃnbÈQl«nst	16	unbalance	unbalanced	reg
vekÈeS«n	vekÈeS«nd	16	vacation	vacationed	reg
«bÈQS	«bÈQSt	15	abash	abashed	reg
«brÈIJ	«brÈIJd	15	abridge	abridged	reg
«JÈÃJ	«JÈÃJd	15	adjudge	adjudged	reg
Èeret	Èeret«d	15	aerate	aerated	reg
ÈQnotet	ÈQnotet«d	15	annotate	annotated	reg
«prÈEntIs	«prÈEntIst	15	apprentice	apprenticed	reg
«tÈon	«tÈond	15	atone	atoned	reg
bÈQNkrÃpt	bÈQNkrÃpt«d	15	bankrupt	bankrupted	reg
bIlÈe	bIlÈed	15	belay	belayed	reg
bImÈon	bImÈond	15	bemoan	bemoaned	reg
brÈOl	brÈOld	15	broil	broiled	reg
bÈÕb«l	bÈÕb«ld	15	burble	burbled	reg
CQstÈYz	CQstÈYzd	15	chastise	chastised	reg
klÈYmQks	klÈYmQkst	15	climax	climaxed	reg
klÈWt	klÈWt«d	15	clout	clouted	reg
k«mÈÕS«lYz	k«mÈÕS«lYzd	15	commercialize	commercialized	reg
k«nÈYv	k«nÈYvd	15	connive	connived	reg
krÈimet	krÈimet«d	15	cremate	cremated	reg
dIfÈlt	dIfÈlt«d	15	default	defaulted	reg
dÈÕti	dÈÕtid	15	dirty	dirtied	reg
dIsbÈÕs	dIsbÈÕst	15	disburse	disbursed	reg
dIsÈanÕ	dIsÈanÕd	15	dishonour	dishonoured	reg
dIsInfÈEkt	dIsInfÈEkt«d	15	disinfect	disinfected	reg
dIspÈort	dIspÈort«d	15	disport	disported	reg
dÈIst«ns	dÈIst«nst	15	distance	distanced	reg
ÈEgzIt	ÈEgzIt«d	15	exit	exited	reg
flÈQbÕgQst	flÈQbÕgQst«d	15	flabbergast	flabbergasted	reg
flÈor	flÈord	15	floor	floored	reg
flÈWns	flÈWnst	15	flounce	flounced	reg
fÈord	fÈord«d	15	ford	forded	reg
fÈÕl	fÈÕld	15	furl	furled	reg
grÈQnjUlet	grÈQnjUlet«d	15	granulate	granulated	reg
grÈÃJ	grÈÃJd	15	grudge	grudged	reg
hÈQmstrIN	hÈQmstrÃN	15	hamstring	hamstrung	irreg
hÈart«n	hÈart«nd	15	hearten	heartened	reg
hÈIChYk	hÈIChYkt	15	hitchhike	hitchhiked	reg
hÈYv	hÈYvd	15	hive	hived	reg
hÈon	hÈond	15	hone	honed	reg
ÈIndEks	ÈIndEkst	15	index	indexed	reg
IntÈuIt	IntÈuIt«d	15	intuit	intuited	reg
JÈaki	JÈakid	15	jockey	jockeyed	reg
mÈImi«grQf	mÈImi«grQft	15	mimeograph	mimeographed	reg
mIsbIhÈev	mIsbIhÈevd	15	misbehave	misbehaved	reg
mÈIst	mÈIst«d	15	mist	misted	reg
mÈat«l	mÈat«ld	15	mottle	mottled	reg
nÈaC	nÈaCt	15	notch	notched	reg
ÈablIget	ÈablIget«d	15	obligate	obligated	reg
pÈÕf«ret	pÈÕf«ret«d	15	perforate	perforated	reg
pÈIN	pÈINd	15	ping	pinged	reg
plÈÃmIt	plÈÃmIt«d	15	plummet	plummetted	reg
pÈat	pÈat«d	15	pot	potted	reg
pr«pÈorS«n	pr«pÈorS«nd	15	proportion	proportioned	reg
prÈs«lItYz	prÈs«lItYzd	15	proselytize	proselytized	reg
kwÈIp	kwÈIpt	15	quip	quipped	reg
rilÈoket	rilÈoket«d	15	relocate	relocated	reg
rijÈuz	rijÈuzd	15	reuse	reused	reg
rivÈQlju	rivÈQljud	15	revalue	revalued	reg
rÈumInet	rÈumInet«d	15	ruminate	ruminated	reg
sÈet	sÈet«d	15	sate	sated	reg
sÈYD	sÈYDd	15	scythe	scythed	reg
sÈEk«nd	sÈEk«nd«d	15	second	seconded	reg
sÈEnsItYz	sÈEnsItYzd	15	sensitize	sensitized	reg
SÈIprEk	SÈIprEkt	15	shipwreck	shipwrecked	reg
slÈIm	slÈImd	15	slim	slimmed	reg
snÈQg	snÈQgd	15	snag	snagged	reg
snÈobl	snÈobld	15	snowball	snowballed	reg
sÈaro	sÈarod	15	sorrow	sorrowed	reg
spÈirIt	spÈirIt«d	15	spirit	spirited	reg
strÈef	strÈeft	15	strafe	strafed	reg
strÈÃm	strÈÃmd	15	strum	strummed	reg
sÈÃli	sÈÃlid	15	sully	sullied	reg
swÈInd«l	swÈInd«ld	15	swindle	swindled	reg
tÈEndÕ	tÈEndÕd	15	tender	tendered	reg
trÈWns	trÈWnst	15	trounce	trounced	reg
trÈÃNket	trÈÃNket«d	15	truncate	truncated	reg
jÈunj«nYz	jÈunj«nYzd	15	unionize	unionized	reg
ÃntÈQNg«l	ÃntÈQNg«ld	15	untangle	untangled	reg
vÈÕb«lYz	vÈÕb«lYzd	15	verbalize	verbalized	reg
wÈQNg«l	wÈQNg«ld	15	wangle	wangled	reg
wÈIntÕ	wÈIntÕd	15	winter	wintered	reg
jÈQp	jÈQpt	15	yap	yapped	reg
ÈQd«l	ÈQd«ld	14	addle	addled	reg
«pÈEnd	«pÈEnd«d	14	append	appended	reg
«prÈYz	«prÈYzd	14	apprise	apprised	reg
bIfÈÃd«l	bIfÈÃd«ld	14	befuddle	befuddled	reg
bÈEl	bÈEld	14	bell		reg
blakÈed	blakÈed«d	14	blockade	blockaded	reg
blÈÃJ«n	blÈÃJ«nd	14	bludgeon	bludgeoned	reg
brÈut«lYz	brÈut«lYzd	14	brutalize	brutalized	reg
CÈik	CÈikt	14	cheek	cheeked	reg
klÈQk	klÈQkt	14	clack	clacked	reg
krÈet	krÈet«d	14	crate	crated	reg
krÈUk	krÈUkt	14	crook	crooked	reg
dÈb	dÈbd	14	daub	daubed	reg
dIprÈiSiet	dIprÈiSiet«d	14	depreciate	depreciated	reg
dIs«sÈosiet	dIs«sÈosiet«d	14	disassociate	disassociated	reg
dIsp«zÈEs	dIsp«zÈEst	14	dispossess	dispossessed	reg
dÈÃNk	dÈÃNkt	14	dunk	dunked	reg
dÈYn«mYt	dÈYn«mYt«d	14	dynamite	dynamited	reg
ÈElbo	ÈElbod	14	elbow	elbowed	reg
IlÈEktr«kjut	IlÈEktr«kjut«d	14	electrocute	electrocuted	reg
IntrÈEnC	IntrÈEnCt	14	entrench	entrenched	reg
EgzÈum	EgzÈumd	14	exhume	exhumed	reg
fÈent	fÈent«d	14	feint	feinted	reg
fÈIlC	fÈIlCt	14	filch	filched	reg
fÈINgÕprInt	fÈINgÕprInt«d	14	fingerprint	fingerprinted	reg
forbÈer	forbÈor	14	forbear	forbore	irreg
gÈl	gÈld	14	gall	galled	reg
gÈQS	gÈQSt	14	gash	gashed	reg
gÈost	gÈost«d	14	ghost	ghosted	reg
gÈÃtÕ	gÈÃtÕd	14	gutter	guttered	reg
hÈost	hÈost«d	14	host	hosted	reg
hÈÃf	hÈÃft	14	huff	huffed	reg
hÈÃzb«nd	hÈÃzb«nd«d	14	husband	husbanded	reg
InsÈIn«ret	InsÈIn«ret«d	14	incinerate	incinerated	reg
InJÈEst	InJÈEst«d	14	ingest	ingested	reg
mÈerInet	mÈerInet«d	14	marinate	marinated	reg
mÈQstÕmYnd	mÈQstÕmYnd«d	14	mastermind	masterminded	reg
mÈoldÕ	mÈoldÕd	14	moulder	mouldered	reg
mÈolt	mÈolt«d	14	moult	moulted	reg
opÈYn	opÈYnd	14	opine	opined	reg
pÈÕJÕ	pÈÕJÕd	14	perjure	perjured	reg
proskrÈYb	proskrÈYbd	14	proscribe	proscribed	reg
rÈez	rÈezd	14	raze	razed	reg
rIkÈQnt	rIkÈQnt«d	14	recant	recanted	reg
ridÈEk«ret	ridÈEk«ret«d	14	redecorate	redecorated	reg
rImÈIt	rImÈIt«d	14	remit	remitted	reg
ripÈetriet	ripÈetriet«d	14	repatriate	repatriated	reg
rÃbÕstÈQmp	rÃbÕstÈQmpt	14	rubber-stamp	rubber-stamped	reg
sÈeSiet	sÈeSiet«d	14	satiate	satiated	reg
skrÈÃnC	skrÈÃnCt	14	scrunch	scrunched	reg
sIsÈid	sIsÈid«d	14	secede	seceded	reg
snÈuz	snÈuzd	14	snooze	snoozed	reg
snÈÃf«l	snÈÃf«ld	14	snuffle	snuffled	reg
stÈnC	stÈnCt	14	staunch	staunched	reg
stÈonwl	stÈonwld	14	stonewall	stonewalled	reg
s«pÈin«	s«pÈin«d	14	subpoena	subpoenaed	reg
SÈUgÕ	SÈUgÕd	14	sugar	sugared	reg
swÈad«l	swÈad«ld	14	swaddle	swaddled	reg
sÈIstIm«tYz	sÈIstIm«tYzd	14	systematize	systematized	reg
tÈElEks	tÈElEkst	14	telex	telexed	reg
trÈIl	trÈIld	14	trill	trilled	reg
ÃnbÈYnd	ÃnbÈWnd	14	unbind	unbound	irreg
ÃnlÈÕn	ÃnlÈÕnd	14	unlearn	unlearned	reg
vÈep«rYz	vÈep«rYzd	14	vaporize	vaporized	reg
vÈEn«ret	vÈEn«ret«d	14	venerate	venerated	reg
wÈEd	wÈEd«d	14	wed	wedded	reg
«JÈudIket	«JÈudIket«d	13	adjudicate	adjudicated	reg
«pÈorS«n	«pÈorS«nd	13	apportion	apportioned	reg
Èer«get	Èer«get«d	13	arrogate	arrogated	reg
bÈQktrQk	bÈQktrQkt	13	backtrack	backtracked	reg
bÈYd	bÈYd«d	13	bide		reg
kÈQv	kÈQvd	13	calve	calved	reg
kÈarp	kÈarpt	13	carp	carped	reg
kÈ	kÈd	13	caw	cawed	reg
CÈQf	CÈQft	13	chaff	chaffed	reg
k«mjÈun	k«mjÈund	13	commune	communed	reg
kampartmÈEnt«lYz	kampartmÈEnt«lYzd	13	compartmentalize	compartmentalized	reg
kÈWnt«r«tQk	kÈWnt«r«tQkt	13	counterattack	counterattacked	reg
krsIgzÈQmIn	krsIgzÈQmInd	13	cross-examine	cross-examined	reg
dÈEs«let	dÈEs«let«d	13	desolate	desolated	reg
IfÈes	IfÈest	13	efface	effaced	reg
InfÈib«l	InfÈib«ld	13	enfeeble	enfeebled	reg
forklÈoz	forklÈozd	13	foreclose	foreclosed	reg
hÈoz	hÈozd	13	hose	hosed	reg
JÈOnt	JÈOnt«d	13	joint	jointed	reg
lÈIbÕ«lYz	lÈIbÕ«lYzd	13	liberalize	liberalized	reg
m«SÈin	m«SÈind	13	machine	machined	reg
mQltrÈit	mQltrÈit«d	13	maltreat	maltreated	reg
mIskÈeri	mIskÈerid	13	miscarry	miscarried	reg
mÈu	mÈud	13	moo	mooed	reg
mjÈutet	mjÈutet«d	13	mutate	mutated	reg
nÈeret	nÈeret«d	13	narrate	narrated	reg
nÈIg«l	nÈIg«ld	13	niggle	niggled	reg
«btrÈud	«btrÈud«d	13	obtrude	obtruded	reg
pÈer«frez	pÈer«frezd	13	paraphrase	paraphrased	reg
prap«zÈIS«n	prap«zÈIS«nd	13	proposition	propositioned	reg
prÈstItut	prÈstItut«d	13	prostitute	prostituted	reg
kwÈIz	kwÈIzd	13	quiz	quizzed	reg
riÈarm	riÈarmd	13	rearm	rearmed	reg
rifÈIt	rifÈIt«d	13	refit	refitted	reg
riflÈet	riflÈet«d	13	reflate	reflated	reg
risÈÕfIs	risÈÕfIst	13	resurface	resurfaced	reg
ritÈEl	ritÈold	13	retell	retold	irreg
rivÈQmp	rivÈQmpt	13	revamp	revamped	reg
rivÈIvIfY	rivÈIvIfYd	13	revivify	revivified	reg
skÈaC	skÈaCt	13	scotch	scotched	reg
skÈÕJ	skÈÕJd	13	scourge	scourged	reg
skÈÕmIS	skÈÕmISt	13	skirmish	skirmished	reg
snÈup	snÈupt	13	snoop	snooped	reg
sÈak	sÈakt	13	sock	socked	reg
strÈQnd	strÈQnd«d	13	strand	stranded	reg
swÈYp	swÈYpt	13	swipe	swiped	reg
trÈeps	trÈepst	13	traipse	traipsed	reg
trÈQNkwIlYz	trÈQNkwIlYzd	13	tranquillize	tranquillized	reg
vÈQnd«lYz	vÈQnd«lYzd	13	vandalize	vandalized	reg
ÈQbr«get	ÈQbr«get«d	12	abrogate	abrogated	reg
«JÈur	«JÈurd	12	adjure	adjured	reg
ÈQgrIget	ÈQgrIget«d	12	aggregate	aggregated	reg
ÈQNglIsYz	ÈQNglIsYzd	12	anglicize	anglicized	reg
«nÈÃl	«nÈÃld	12	annul	annulled	reg
«vÈW	«vÈWd	12	avow	avowed	reg
blÈot	blÈot«d	12	bloat	bloated	reg
bÈap	bÈapt	12	bop	bopped	reg
bÈO	bÈOd	12	buoy	buoyed	reg
bÈÕp	bÈÕpt	12	burp	burped	reg
SÈQp«ron	SÈQp«rond	12	chaperon	chaperoned	reg
krÈQft	krÈQft«d	12	craft	crafted	reg
krÈQp	krÈQpt	12	crap	crapped	reg
dikÈal«nYz	dikÈal«nYzd	12	decolonize	decolonized	reg
dIs«lÈW	dIs«lÈWd	12	disallow	disallowed	reg
dIsÈori«ntet	dIsÈori«ntet«d	12	disorientate	disorientated	reg
drÈQt	drÈQt«d	12	drat	dratted	reg
ÈEdIfY	ÈEdIfYd	12	edify	edified	reg
ÈEnÕvet	ÈEnÕvet«d	12	enervate	enervated	reg
IntrÈit	IntrÈit«d	12	entreat	entreated	reg
IkwÈIv«ket	IkwÈIv«ket«d	12	equivocate	equivocated	reg
fÈÕm	fÈÕmd	12	firm	firmed	reg
forSÈort«n	forSÈort«nd	12	foreshorten	foreshortened	reg
JÈEnjuflEkt	JÈEnjuflEkt«d	12	genuflect	genuflected	reg
gÈuf	gÈuft	12	goof	goofed	reg
grÈYp	grÈYpt	12	gripe	griped	reg
JÈYret	JÈYret«d	12	gyrate	gyrated	reg
hÈom	hÈomd	12	home	homed	reg
ÈImjUnYz	ÈImjUnYzd	12	immunize	immunized	reg
ImpÈQkt	ImpÈQkt«d	12	impact	impacted	reg
IntÕnÈQS«n«lYz	IntÕnÈQS«n«lYzd	12	internationalize	internationalized	reg
JÈag«l	JÈag«ld	12	joggle	joggled	reg
keÈo	keÈod	12	KO	KO'd	reg
lQmpÈun	lQmpÈund	12	lampoon	lampooned	reg
lÈYm	lÈYmd	12	lime	limed	reg
mQlfÈÃNkS«n	mQlfÈÃNkS«nd	12	malfunction	malfunctioned	reg
mÈInt	mÈInt«d	12	mint	minted	reg
mÈÃs	mÈÃst	12	muss	mussed	reg
mÈÃz«l	mÈÃz«ld	12	muzzle	muzzled	reg
ovÕmÈQn	ovÕmÈQnd	12	overman	overmanned	reg
pÈÕk	pÈÕkt	12	perk	perked	reg
p«rÈuz	p«rÈuzd	12	peruse	perused	reg
fÈotokapi	fÈotokapid	12	photocopy	photocopied	reg
plÈeQkt	plÈeQkt«d	12	play-act	play-acted	reg
pÈÃm«l	pÈÃm«ld	12	pommel	pommelled	reg
portÈEnd	portÈEnd«d	12	portend	portended	reg
rÈel	rÈeld	12	rail	railed	reg
rÈEdi	rÈEdid	12	ready	readied	reg
ridÈu	ridÈId	12	redo	redid	irreg
rÈEplIket	rÈEplIket«d	12	replicate	replicated	reg
ristÈak	ristÈakt	12	restock	restocked	reg
ritÈÃC	ritÈÃCt	12	retouch	retouched	reg
rIvÈEnJ	rIvÈEnJd	12	revenge	revenged	reg
rÈYl	rÈYld	12	rile	riled	reg
sÈQnd	sÈQnd«d	12	sand	sanded	reg
sÈQndbQg	sÈQndbQgd	12	sandbag	sandbagged	reg
skÈQb	skÈQbd	12	scab	scabbed	reg
sÈYnpost	sÈYnpost«d	12	signpost	signposted	reg
skjÈuÕ	skjÈuÕd	12	skewer	skewered	reg
slÈek	slÈekt	12	slake	slaked	reg
slÈQndÕ	slÈQndÕd	12	slander	slandered	reg
slÈÃg	slÈÃgd	12	slug	slugged	reg
sÈÃpjÕet	sÈÃpjÕet«d	12	suppurate	suppurated	reg
sÈIndIket	sÈIndIket«d	12	syndicate	syndicated	reg
tÈeb«l	tÈeb«ld	12	table	tabled	reg
tÈQmp	tÈQmpt	12	tamp	tamped	reg
tÈWt	tÈWt«d	12	tout	touted	reg
ÃnbÈÃk«l	ÃnbÈÃk«ld	12	unbuckle	unbuckled	reg
ÃnbÈÕd«n	ÃnbÈÕd«nd	12	unburden	unburdened	reg
ÃnkÈÃp«l	ÃnkÈÃp«ld	12	uncouple	uncoupled	reg
ÈÃndÕstÃdi	ÈÃndÕstÃdid	12	understudy	understudied	reg
ÃnhÈInJ	ÃnhÈInJd	12	unhinge	unhinged	reg
ÃpÈEnd	ÃpÈEnd«d	12	upend	upended	reg
vÈIlIfY	vÈIlIfYd	12	vilify	vilified	reg
wÈorb«l	wÈorb«ld	12	warble	warbled	reg
ÈEksre	ÈEksred	12	x-ray	x-rayed	reg
zÈiraks	zÈirakst	12	xerox	xeroxed	reg
«krÈEdIt	«krÈEdIt«d	11	accredit	accredited	reg
Èt«grQf	Èt«grQft	11	autograph	autographed	reg
«vÈÕ	«vÈÕd	11	aver	averred	reg
bÈQkslYd	bÈQkslId	11	backslide	backslid	irreg
be«nÈEt	be«nÈEt«d	11	bayonet	bayoneted	reg
bIstrÈYd	bIstrÈod	11	bestride	bestrode	irreg
bÈIlIt	bÈIlIt«d	11	billet	billeted	reg
bÈÃN	bÈÃNd	11	bung	bunged	reg
kÈQJ	kÈQJd	11	cadge	cadged	reg
kÈQn«nYz	kÈQn«nYzd	11	canonize	canonized	reg
k«pÈerIs«n	k«pÈerIs«nd	11	caparison	caparisoned	reg
kÈes	kÈest	11	case	cased	reg
CÈensmok	CÈensmokt	11	chain-smoke	chain-smoked	reg
sÈYfÕ	sÈYfÕd	11	cipher	ciphered	reg
klÈÕrk	klÈÕrkt	11	clerk	clerked	reg
koÈQgjUlet	koÈQgjUlet«d	11	coagulate	coagulated	reg
k«lÈud	k«lÈud«d	11	collude	colluded	reg
k«nÈot	k«nÈot«d	11	connote	connoted	reg
kanv«lÈEs	kanv«lÈEst	11	convalesce	convalesced	reg
kWntÕbÈQl«ns	kWntÕbÈQl«nst	11	counterbalance	counterbalanced	reg
kÈWntÕfIt	kÈWntÕfIt«d	11	counterfeit	counterfeited	reg
kÈÕi	kÈÕid	11	curry	curried	reg
dIbÈC	dIbÈCt	11	debauch	debauched	reg
dIfÈem	dIfÈemd	11	defame	defamed	reg
dIspÈOl	dIspÈOld	11	despoil	despoiled	reg
dIskÈÃmfIt	dIskÈÃmfIt«d	11	discomfit	discomfited	reg
ÈEnÕJYz	ÈEnÕJYzd	11	energize	energized	reg
IntrÈQp	IntrÈQpt	11	entrap	entrapped	reg
Eksk«mjÈunIket	Eksk«mjÈunIket«d	11	excommunicate	excommunicated	reg
fÈero	fÈerod	11	farrow	farrowed	reg
fÈIz«l	fÈIz«ld	11	fizzle	fizzled	reg
frÈiwil	frÈiwild	11	freewheel	freewheeled	reg
gÈQmb«l	gÈQmb«ld	11	gambol	gambolled	reg
hÈal«de	hÈal«ded	11	holiday	holidayed	reg
hÈUd	hÈUd«d	11	hood	hooded	reg
InsÈYz	InsÈYzd	11	incise	incised	reg
IntÕlÈes	IntÕlÈest	11	interlace	interlaced	reg
JÈIb	JÈIbd	11	jib	jibbed	reg
JÈIlt	JÈIlt«d	11	jilt	jilted	reg
lÈQm	lÈQmd	11	lamb	lambed	reg
lÈEv«n	lÈEv«nd	11	leaven	leavened	reg
lÈIsp	lÈIspt	11	lisp	lisped	reg
mÈQt	mÈQt«d	11	mat	matted	reg
mÈYkrofIlm	mÈYkrofIlmd	11	microfilm	microfilmed	reg
mÈYÕ	mÈYÕd	11	mire	mired	reg
mÈab	mÈabd	11	mob	mobbed	reg
mÈÃf	mÈÃft	11	muff	muffed	reg
nÈÕv	nÈÕvd	11	nerve	nerved	reg
WtsÈEl	WtsÈold	11	outsell	outsold	irreg
WtSÈYn	WtSÈon	11	outshine	outshone	irreg
ovÕrÈit	ovÕrÈet	11	over-eat	over-ate	irreg
ovÕdrÈEs	ovÕdrÈEst	11	overdress	overdressed	reg
ovÕplÈe	ovÕplÈed	11	overplay	overplayed	reg
ovÕslÈip	ovÕslÈEpt	11	oversleep	overslept	irreg
ÈaksIJ«net	ÈaksIJ«net«d	11	oxygenate	oxygenated	reg
pÈÃd«l	pÈÃd«ld	11	puddle	puddled	reg
rik«pÈICulet	rik«pÈICulet«d	11	recapitulate	recapitulated	reg
rIfrÈQkt	rIfrÈQkt«d	11	refract	refracted	reg
rIgÈÕJItet	rIgÈÕJItet«d	11	regurgitate	regurgitated	reg
rimÈWnt	rimÈWnt«d	11	remount	remounted	reg
rÈut	rÈut«d	11	route	routed	reg
skÈal«p	skÈal«pt	11	scallop	scalloped	reg
skÈQlp	skÈQlpt	11	scalp	scalped	reg
ser«nÈed	ser«nÈed«d	11	serenade	serenaded	reg
